Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
89	0.4116654	0.3740685	0.9537154	1.0000000	0.3782055	1.0000000	0.3033699	0.7352885	0.9569990	0.8743961	0.8992668	1.0000000	1.0000000	0.2311285	0.6825796	0.6574773	0.9353361	1.0000000	0.3984620	0.9997678	0.8848983	0.4224654	0.7414264	0.9958066	1.0000000	0.0540750	0.3236879	0.4616952	0.7732884	0.8119863	0.8240384	0.1945786	0.2664767	0.4293477	0.3444931	0.3632636	0.6742011	0.3672492	0.9984202	0.6594965	0.6642365	0.0788482	0.4009048	0.6325661	0.6810172	0.2086021	0.8740880	0.8205939	0.8156123	0.5053605
90	0.4120779	0.3733634	0.9536685	1.0000000	0.3778084	1.0000000	0.3033569	0.7414700	0.9569990	0.8745217	0.9016942	1.0000000	1.0000000	0.2311336	0.6819190	0.6590870	0.9353361	1.0000000	0.3997976	0.9997626	0.8901134	0.4221503	0.7417940	0.9958660	1.0000000	0.0540131	0.3232762	0.4620963	0.7734572	0.8119233	0.8240240	0.1946050	0.2681352	0.4291600	0.3444618	0.3632055	0.6741854	0.3664848	0.9984238	0.6603436	0.6643350	0.0788508	0.4007889	0.6316909	0.6820543	0.2072096	0.8750116	0.8206921	0.8159366	0.5043177
91	0.4124337	0.3727008	0.9536225	1.0000000	0.3774404	1.0000000	0.3033436	0.7475071	0.9569990	0.8746432	0.9040632	1.0000000	1.0000000	0.2311389	0.6812783	0.6606725	0.9353361	1.0000000	0.4012142	0.9997573	0.8950922	0.4217964	0.7422331	0.9959244	1.0000000	0.0539505	0.3228960	0.4624997	0.7736365	0.8118636	0.8240081	0.1946296	0.2697549	0.4289780	0.3444301	0.3631402	0.6741690	0.3657452	0.9984272	0.6611590	0.6644345	0.0788535	0.4007166	0.6308137	0.6830557	0.2058097	0.8759178	0.8207940	0.8162639	0.5034094
92	0.4127345	0.3720806	0.9535775	1.0000000	0.3771014	1.0000000	0.3033300	0.7534032	0.9569990	0.8747607	0.9063751	1.0000000	1.0000000	0.2311444	0.6806569	0.6622318	0.9353361	1.0000000	0.4027073	0.9997521	0.8998454	0.4214060	0.7427410	0.9959817	1.0000000	0.0538873	0.3225451	0.4629050	0.7738258	0.8118073	0.8239905	0.1946525	0.2713344	0.4288021	0.3443980	0.3630677	0.6741522	0.3650308	0.9984304	0.6619433	0.6645350	0.0788563	0.4006853	0.6299359	0.6840218	0.2044034	0.8768068	0.8208995	0.8165937	0.5026301
93	0.4129819	0.3715026	0.9535336	1.0000000	0.3767913	1.0000000	0.3033160	0.7591617	0.9569990	0.8748740	0.9086313	1.0000000	1.0000000	0.2311500	0.6800541	0.6637634	0.9353361	1.0000000	0.4042724	0.9997470	0.9043833	0.4209812	0.7433147	0.9960379	1.0000000	0.0538235	0.3222216	0.4633118	0.7740246	0.8117542	0.8239711	0.1946735	0.2728721	0.4286327	0.3443656	0.3629880	0.6741348	0.3643419	0.9984333	0.6626973	0.6646363	0.0788592	0.4006922	0.6290590	0.6849529	0.2029921	0.8776786	0.8210081	0.8169260	0.5019746
94	0.4131776	0.3709666	0.9534910	1.0000000	0.3765098	1.0000000	0.3033018	0.7647856	0.9569990	0.8749831	0.9108331	1.0000000	1.0000000	0.2311558	0.6794694	0.6652654	0.9353361	1.0000000	0.4059050	0.9997419	0.9087155	0.4205243	0.7439515	0.9960930	1.0000000	0.0537593	0.3219234	0.4637195	0.7742324	0.8117044	0.8239497	0.1946926	0.2743667	0.4284701	0.3443328	0.3629010	0.6741169	0.3636789	0.9984360	0.6634217	0.6647384	0.0788621	0.4007350	0.6281845	0.6858492	0.2015769	0.8785333	0.8211197	0.8172603	0.5014375
95	0.4133232	0.3704724	0.9534496	1.0000000	0.3762566	1.0000000	0.3032872	0.7702783	0.9569990	0.8750881	0.9129818	1.0000000	1.0000000	0.2311617	0.6789023	0.6667365	0.9353361	1.0000000	0.4076007	0.9997368	0.9128515	0.4200372	0.7446485	0.9961469	1.0000000	0.0536945	0.3216489	0.4641277	0.7744486	0.8116578	0.8239262	0.1947096	0.2758168	0.4283147	0.3442998	0.3628067	0.6740985	0.3630419	0.9984384	0.6641170	0.6648412	0.0788651	0.4008114	0.6273137	0.6867111	0.2001589	0.8793709	0.8212340	0.8175964	0.5010134
96	0.4134203	0.3700194	0.9534095	1.0000000	0.3760313	1.0000000	0.3032724	0.7756427	0.9569990	0.8751888	0.9150788	1.0000000	1.0000000	0.2311677	0.6783524	0.6681749	0.9353361	1.0000000	0.4093551	0.9997318	0.9168000	0.4195220	0.7454028	0.9961997	1.0000000	0.0536295	0.3213966	0.4645361	0.7746727	0.8116144	0.8239004	0.1947244	0.2772212	0.4281668	0.3442664	0.3627050	0.6740796	0.3624312	0.9984405	0.6647838	0.6649445	0.0788682	0.4009193	0.6264482	0.6875387	0.1987393	0.8801915	0.8213506	0.8179341	0.5006970
97	0.4134705	0.3696072	0.9533709	1.0000000	0.3758336	1.0000000	0.3032573	0.7808818	0.9569990	0.8752854	0.9171252	1.0000000	1.0000000	0.2311738	0.6778190	0.6695795	0.9353361	1.0000000	0.4111638	0.9997269	0.9205697	0.4189805	0.7462117	0.9962514	1.0000000	0.0535640	0.3211650	0.4649441	0.7749041	0.8115742	0.8238724	0.1947370	0.2785789	0.4280267	0.3442328	0.3625960	0.6740601	0.3618470	0.9984423	0.6654229	0.6650484	0.0788713	0.4010568	0.6255891	0.6883325	0.1973192	0.8809952	0.8214693	0.8182732	0.5004831
98	0.4134755	0.3692353	0.9533338	1.0000000	0.3756629	1.0000000	0.3032419	0.7859986	0.9569990	0.8753777	0.9191223	1.0000000	1.0000000	0.2311801	0.6773016	0.6709487	0.9353361	1.0000000	0.4130229	0.9997222	0.9241686	0.4184145	0.7470724	0.9963018	1.0000000	0.0534983	0.3209527	0.4653512	0.7751425	0.8115371	0.8238419	0.1947474	0.2798888	0.4278947	0.3441989	0.3624797	0.6740402	0.3612894	0.9984438	0.6660348	0.6651526	0.0788745	0.4012221	0.6247379	0.6890925	0.1958996	0.8817821	0.8215899	0.8186133	0.5003667
99	0.4134368	0.3689031	0.9532983	1.0000000	0.3755187	1.0000000	0.3032263	0.7909959	0.9569990	0.8754659	0.9210713	1.0000000	1.0000000	0.2311865	0.6767999	0.6722814	0.9353361	1.0000000	0.4149279	0.9997175	0.9276044	0.4178260	0.7479821	0.9963511	1.0000000	0.0534324	0.3207586	0.4657571	0.7753874	0.8115030	0.8238087	0.1947553	0.2811498	0.4277710	0.3441648	0.3623559	0.6740198	0.3607585	0.9984449	0.6666201	0.6652572	0.0788777	0.4014135	0.6238958	0.6898192	0.1944816	0.8825522	0.8217121	0.8189542	0.5003427
100	0.4133560	0.3686098	0.9532644	1.0000000	0.3754006	1.0000000	0.3032104	0.7958765	0.9569990	0.8755499	0.9229733	1.0000000	1.0000000	0.2311930	0.6763134	0.6735763	0.9353361	1.0000000	0.4168751	0.9997129	0.9308845	0.4172165	0.7489382	0.9963992	1.0000000	0.0533663	0.3205815	0.4661614	0.7756381	0.8114720	0.8237729	0.1947609	0.2823613	0.4276559	0.3441305	0.3622248	0.6739990	0.3602544	0.9984457	0.6671792	0.6653620	0.0788811	0.4016295	0.6230641	0.6905126	0.1930661	0.8833057	0.8218356	0.8192957	0.5004061
