Time	YKL109W	YCL066W	YCL067C	YJL056C	YCR040W	YLR098C	YLR013W	YJL110C	YCR097W	YCR096C	YPR199C	YDR421W	YOL089C	YGR044C	YCR018C	YOR140W	YHR006W	YOR032C	YPL248C	YML051W	YGL209W	YGL035C	YMR280C	YDR146C	YML113W	YCR039C	YER189W	YCL065W	YCR041W	YNL339C	YDR545W	YNL337W	YGR296W	YNL336W	YER188CA	YBL111C	YDR543C	YHR091C	YDR544C	YER190W	YGL001C	YKL178C	YBR019C	YMR135WA	YBR020W	YPL283C	YLR463C	YLR467W	YLR465C	YDR009W
250	0.3943317	0.1814402	0.7127489	0.6384665	0.0406164	0.7008614	0.6484114	0.7174942	0.7670186	0.7566429	0.6861083	0.3044016	0.7037824	0.0353125	0.1576517	0.1546169	0.6775154	0.6259529	0.4253510	0.6856419	0.6793107	0.0205022	0.8081276	0.0021197	0.3198322	0.0148312	0.3904159	0.5004815	0.5510883	0.3968403	0.6565034	0.1239065	0.2106558	0.6092200	0.1559346	0.1563868	0.5423552	0.4517582	0.7247948	0.2804472	0.4603742	0.0221622	0.5021033	0.3052361	0.1191521	0.0242894	0.7192340	0.6707298	0.4725746	0.6342757
300	0.4807500	0.2152676	0.6159856	0.6511000	0.0605772	0.6705668	0.6110529	0.7761101	0.6787673	0.5760126	0.5023969	0.2878749	0.6199534	0.0190091	0.1188083	0.2554586	0.6994883	0.6999679	0.3758091	0.7966535	0.7115915	0.0229207	0.7762674	0.0022814	0.3492641	0.0101812	0.4225981	0.4670284	0.6130900	0.3355230	0.5226082	0.1258156	0.2893556	0.6367909	0.1956439	0.1858142	0.6894513	0.4800222	0.7559120	0.3614434	0.4631040	0.0431027	0.5363852	0.2837795	0.1093461	0.0122255	0.7461549	0.9445231	0.3788570	0.5665838
350	0.4709463	0.2302567	0.6551169	0.6730387	0.1049305	0.7804462	0.6906705	0.6590248	0.5020754	0.7337845	0.5514393	0.3253152	0.7614176	0.0190287	0.0551536	0.2239395	0.6155177	0.7602640	0.2481436	0.7158814	0.6952206	0.0100883	0.6522439	0.0027620	0.2802456	0.0320013	0.5434381	0.5888163	0.5114976	0.4387769	0.4116262	0.1671881	0.2100346	0.5830889	0.1526245	0.2630849	0.5993924	0.3837900	0.6284413	0.3443674	0.5746205	0.0260755	0.5035569	0.2664925	0.1319201	0.0019128	0.7339193	0.7084078	0.4787245	0.6297122
400	0.4146357	0.2696619	0.7432045	0.7143473	0.0670817	0.7084658	0.6806846	0.6811227	0.7068996	0.7996879	0.3762316	0.3502327	0.8072245	0.0118129	0.0983333	0.2137245	0.6987027	0.7069132	0.2213666	0.7507319	0.6024744	0.0209693	0.7217630	0.0051260	0.3258737	0.0287599	0.6589570	0.5223082	0.4467102	0.3655796	0.3671117	0.1194129	0.1823133	0.5451042	0.1600242	0.1766763	0.6541310	0.4541918	0.7027219	0.3296182	0.4487693	0.0476516	0.6367418	0.2491141	0.0938754	0.0040421	0.7152981	0.8314106	0.3484675	0.5255118
450	0.5402172	0.2300750	0.5738477	0.7624289	0.0857310	0.6493770	0.7054525	0.7046374	0.7950475	0.6366860	0.5220834	0.2781924	0.7586333	0.0045831	0.0332203	0.2155434	0.6924736	0.8145309	0.2576928	0.6957802	0.9288786	0.0321105	0.7805546	0.0008233	0.3987664	0.0110760	0.6020085	0.5295984	0.5114060	0.3247437	0.3031790	0.1701802	0.2315341	0.5577324	0.1357932	0.1933573	0.6265148	0.5427941	0.7429231	0.3471265	0.4666270	0.0374316	0.7095893	0.2014845	0.1620547	0.0042872	0.7091437	0.6372046	0.3115817	0.5999996
500	0.3764085	0.2233005	0.5667938	0.7257958	0.0880999	0.6753124	0.8147864	0.6472127	0.6978706	0.6304115	0.5202178	0.2517252	0.7154030	0.0040943	0.1265855	0.3106533	0.7705339	0.7152692	0.3140622	0.7558616	0.7204202	0.0317472	0.7704377	0.0004617	0.3883324	0.0101814	0.5798149	0.4775848	0.5006691	0.3210683	0.2825457	0.1572103	0.2517943	0.6136453	0.1642256	0.1998242	0.6173017	0.5284550	0.7933309	0.4424286	0.4719163	0.0512306	0.5191292	0.2278226	0.1121776	0.0039190	0.6684843	0.8128328	0.3701976	0.6395406
550	0.1761261	0.1212226	0.6344153	0.5596863	0.1797249	0.5830307	0.7775334	0.6017555	0.7685462	0.5692391	0.8085055	0.6183758	0.7061614	0.0428918	0.0941336	0.4399750	0.6656701	0.7999427	0.3194182	0.7394271	0.6756533	0.2281886	0.7263104	0.1820792	0.6012272	0.0156197	0.4130250	0.4404323	0.5516959	0.3566672	0.3535759	0.1662356	0.2212198	0.2337368	0.1581776	0.2224292	0.4740682	0.4940077	0.7255451	0.4220483	0.4078182	0.0339780	0.4478511	0.3302156	0.1730591	0.0182063	0.7215123	0.8064369	0.5158891	0.3974220
600	0.2443899	0.1236112	0.6881534	0.7857064	0.1904433	0.8033440	0.7025968	0.6683911	0.6418115	0.6283127	0.7357780	0.5412785	0.8001957	0.1708949	0.1125125	0.5248620	0.6694782	0.8916707	0.3187930	0.6174709	0.7421269	0.2198706	0.6314926	0.5885198	0.7102520	0.0274133	0.2379659	0.4308687	0.4055998	0.3292738	0.5441126	0.1346705	0.2221887	0.1657652	0.2164281	0.3189612	0.6574476	0.3738885	0.7010355	0.3979555	0.4473669	0.0195058	0.2635441	0.3428217	0.4159571	0.0952187	0.6653995	0.7933043	0.3994516	0.3032498
650	0.2190721	0.1369866	0.5242935	0.8279145	0.2689657	0.5355406	0.4061862	0.7127930	0.8271266	0.6229244	0.6777600	0.5737015	0.7867110	0.1435253	0.3059218	0.2675232	0.5454793	0.7206750	0.3753602	0.6715331	0.6774384	0.2395256	0.6694497	0.6854756	0.7500508	0.0119558	0.1814579	0.3328229	0.4026587	0.4839384	0.5490945	0.1344194	0.1159645	0.1902075	0.2410206	0.2718799	0.5867898	0.4305023	0.6207843	0.3528689	0.3546987	0.0498115	0.3660890	0.3845535	0.4524471	0.0930122	0.7007442	0.6992997	0.3679683	0.3931466
700	0.1612718	0.1792743	0.6775079	0.7484686	0.2693818	0.6995691	0.2924986	0.6540790	0.7363370	0.6461364	0.8042476	0.6089302	0.6117898	0.1370285	0.3695057	0.3270001	0.5879484	0.7228217	0.4293400	0.7849912	0.7683211	0.2127672	0.5710685	0.5745145	0.7539142	0.0079011	0.2372709	0.2932541	0.4688858	0.4454604	0.6642675	0.1378155	0.0764882	0.1389866	0.2307106	0.2321619	0.4659188	0.4712053	0.7833286	0.4420153	0.4822330	0.0561597	0.3294405	0.4844613	0.5175758	0.2047927	0.6037821	0.6671405	0.5255793	0.3882387
750	0.2168381	0.2298825	0.6464582	0.6275493	0.2373048	0.7282251	0.2551987	0.8041317	0.6813999	0.5625525	0.7794275	0.7460460	0.7215006	0.2112705	0.3293966	0.3743677	0.5763818	0.6908903	0.4275990	0.7257689	0.7873721	0.2025765	0.5953281	0.6510346	0.6491085	0.0344172	0.2450523	0.2984744	0.4445751	0.5018624	0.5343650	0.1596120	0.0719043	0.2362181	0.2558993	0.2501130	0.4611804	0.3991693	0.6169151	0.2908769	0.4040037	0.0810947	0.3416810	0.6122584	0.4486210	0.2309028	0.5450068	0.5078464	0.4654885	0.4244291
800	0.2059298	0.1348387	0.6791211	0.7213787	0.2590954	0.5997386	0.2426058	0.7124297	0.6687122	0.7291610	0.6330982	0.6904344	0.7380175	0.1119056	0.4205444	0.3639713	0.5600766	0.6569801	0.4092782	0.7335509	0.6495657	0.2204331	0.8065906	0.6740550	0.7084589	0.0482137	0.2190284	0.3344193	0.4746587	0.5923659	0.6338620	0.1697186	0.1247728	0.3634759	0.1922499	0.2721311	0.4835357	0.3053186	0.7055440	0.2897853	0.4811388	0.1151249	0.4023394	0.4714988	0.3886464	0.2998551	0.5904273	0.6802854	0.4114166	0.3382502
850	0.1455946	0.2572489	0.5789753	0.6872332	0.3049487	0.6127787	0.1942734	0.6885686	0.6567814	0.5764925	0.6756086	0.6699714	0.6721121	0.1490267	0.3670326	0.3469202	0.6707308	0.7238396	0.3475812	0.7510766	0.7566935	0.2749825	0.6317717	0.8559826	0.7847870	0.0250370	0.2368174	0.3064212	0.6010240	0.4711202	0.5407122	0.0956681	0.1025686	0.3754204	0.2601825	0.2568222	0.4433077	0.3058107	0.8141181	0.3455700	0.4236855	0.0479557	0.3570724	0.4851736	0.6413046	0.1746239	0.5778387	0.5544159	0.6046160	0.3844113
900	0.2381718	0.2906628	0.5599440	0.6759002	0.3762547	0.7174942	0.1833121	0.7739927	0.6920532	0.5590117	0.7093024	0.7163392	0.7321000	0.1411709	0.5564902	0.4438277	0.6037335	0.6379088	0.3786453	0.7473303	0.7003983	0.3552344	0.7107668	0.6480580	0.6860288	0.0304161	0.2346068	0.3646432	0.6510632	0.6104032	0.6410190	0.1115781	0.1068044	0.3171301	0.2437882	0.2225303	0.4474229	0.3438833	0.7558027	0.3419236	0.4420464	0.0506247	0.2963244	0.4191753	0.4687333	0.1643478	0.5287156	0.4798091	0.5125119	0.4738187
950	0.1726791	0.4015003	0.6722670	0.7365852	0.2488338	0.7785873	0.1947078	0.7647132	0.7141418	0.6075782	0.7107199	0.6910522	0.7830779	0.2278764	0.5831994	0.3989764	0.7006585	0.6393821	0.4113552	0.7789912	0.6571522	0.2461641	0.6269590	0.7243899	0.7215178	0.0618143	0.2309672	0.3234837	0.6053449	0.5961375	0.4955465	0.1484454	0.0801769	0.3096557	0.2131448	0.1677757	0.5173825	0.2594351	0.7287394	0.3171034	0.4830050	0.0505826	0.3902462	0.3821904	0.4550519	0.1784228	0.5493541	0.6281505	0.4995384	0.5833998
1000	0.2127617	0.4821930	0.6106494	0.8089029	0.2943478	0.6707391	0.2120283	0.7410244	0.7565452	0.6259590	0.7169986	0.7010514	0.6808583	0.2407142	0.4999583	0.3778495	0.7386738	0.7450393	0.3740772	0.6672183	0.8156736	0.3122409	0.7468940	0.6293211	0.7564999	0.0481681	0.2771906	0.2321831	0.6370779	0.5915480	0.5752290	0.1258905	0.1407370	0.2945803	0.2106882	0.2946139	0.4127795	0.2464412	0.6879888	0.4082597	0.3986069	0.0609366	0.3775516	0.4193946	0.4198959	0.1775829	0.6616629	0.5252351	0.6267273	0.3858510

0	0.2635324	0.2122880	0.7989540	0.7810655	0.2901020	0.6841882	0.2554765	0.7232796	0.7081557	0.6464990	0.7176700	0.8208093	0.6184787	0.1607837	0.3752282	0.3669945	0.5540684	0.6869614	0.3648128	0.7378613	0.7177027	0.1701446	0.6959640	0.6231994	0.5687826	0.0244479	0.3011879	0.3159382	0.5994013	0.5932160	0.6400800	0.1603741	0.1201215	0.2493040	0.2488687	0.2837735	0.6086815	0.3696563	0.7297141	0.3481221	0.5224404	0.0473637	0.3849160	0.4626176	0.3226508	0.1659755	0.7129996	0.6044240	0.6212681	0.4424772
50	0.2677635	0.3551158	0.4666146	0.7289461	0.2761106	0.7468628	0.1266174	0.7784681	0.7006581	0.7252848	0.7752083	0.3698248	0.2124308	0.1169233	0.4662227	0.3001483	0.7823936	0.6377806	0.5737875	0.7076301	0.6421842	0.1169928	0.6687712	0.6986192	0.7335877	0.0278414	0.2484265	0.4300430	0.5437668	0.4424621	0.6596907	0.1805031	0.1436979	0.5556895	0.1923775	0.2197294	0.2000521	0.3076684	0.7423810	0.5302011	0.6030218	0.0530407	0.4542855	0.4917152	0.1430541	0.1628941	0.5886439	0.5257958	0.5994969	0.5007058
100	0.2284883	0.4053970	0.3072233	0.7036340	0.2774764	0.6950146	0.2183776	0.7363509	0.5550279	0.6288339	0.7847797	0.2529305	0.0978179	0.2525915	0.3813687	0.2186520	0.6480495	0.6353485	0.5911141	0.7549144	0.6706207	0.1984752	0.5945288	0.4955964	0.6123415	0.0396760	0.2617259	0.3660381	0.5889856	0.4790076	0.6172170	0.1758770	0.1295928	0.5006901	0.2406772	0.1639907	0.2338270	0.3944437	0.6604297	0.6488727	0.6734293	0.0415588	0.5790275	0.5614475	0.0248141	0.0795560	0.7387581	0.5574763	0.5250940	0.6498100
150	0.2446184	0.3907720	0.2952918	0.6017753	0.2717390	0.6521017	0.4035969	0.8267258	0.4871897	0.6184292	0.6276972	0.1902147	0.0511366	0.3307155	0.4294710	0.2599397	0.7448495	0.6961028	0.5702704	0.6129844	0.5590468	0.1749177	0.6863854	0.3824049	0.6862921	0.0263445	0.2271516	0.4775434	0.5228116	0.4969018	0.4848556	0.2167065	0.1384466	0.4689271	0.2546508	0.1598173	0.0977527	0.2928715	0.6765158	0.5508079	0.6694159	0.0479364	0.6094487	0.4701772	0.0355836	0.0708957	0.5885809	0.5271320	0.4941385	0.5803217
200	0.3298961	0.4601600	0.3029480	0.5555355	0.3095395	0.7876130	0.4435516	0.6206697	0.4668162	0.5016676	0.5539618	0.1163684	0.0308535	0.2666097	0.5628676	0.2251960	0.6864712	0.7005306	0.5453865	0.7003980	0.6298569	0.1302586	0.6882214	0.3335829	0.8391446	0.0244915	0.2052713	0.5170004	0.5632189	0.4021669	0.4728166	0.2472725	0.1515502	0.4421348	0.2159706	0.1719608	0.1709892	0.3135055	0.7164402	0.6152886	0.6820984	0.0425049	0.5769308	0.5027365	0.0166947	0.0745221	0.6557665	0.5568835	0.6037615	0.5179965
250	0.3715344	0.3483445	0.2753921	0.7956350	0.2363576	0.7477826	0.3598357	0.6677071	0.2878091	0.8955882	0.6795934	0.1118261	0.0301754	0.4138645	0.5031968	0.1289420	0.6658117	0.6928882	0.6652398	0.6667349	0.6832327	0.2018080	0.6500979	0.4005677	0.7341002	0.0125467	0.2315657	0.5098488	0.6255669	0.4075407	0.4772107	0.1667558	0.0959847	0.3492644	0.2119250	0.1580421	0.1607738	0.3826393	0.6429075	0.6535483	0.5727506	0.1286964	0.5705648	0.4851797	0.0330904	0.0508634	0.7305971	0.7478315	0.4570706	0.5621225
300	0.3986383	0.3733445	0.3945948	0.6984188	0.2441222	0.8460468	0.4350618	0.7415812	0.1430204	0.8392380	0.5764052	0.1396856	0.0325101	0.4535556	0.6454222	0.1312743	0.6965787	0.7036513	0.6984215	0.8025172	0.7514582	0.1273507	0.7781223	0.3207623	0.6816310	0.0242193	0.1788906	0.5187622	0.5358884	0.4523921	0.4948734	0.2049167	0.0724683	0.3631973	0.2451729	0.1467944	0.1942390	0.3140957	0.6494276	0.6398445	0.5894986	0.2417955	0.6763869	0.4547372	0.0497354	0.0600383	0.5841441	0.5902097	0.4563745	0.6022182
350	0.3738293	0.3106447	0.3437283	0.7216209	0.3749935	0.8018932	0.3531909	0.6636069	0.1512863	0.6926460	0.5456377	0.1251869	0.0064524	0.5022505	0.5792072	0.2480105	0.7207541	0.7134073	0.4987625	0.9401232	0.7202251	0.0967180	0.6201253	0.2565608	0.7588884	0.0583462	0.2435574	0.3459477	0.5179702	0.5247672	0.5313775	0.3107334	0.1098525	0.3940130	0.2408257	0.0712339	0.1910861	0.3247156	0.6621702	0.5160516	0.6034326	0.2427958	0.8321688	0.4358600	0.0200483	0.0287375	0.6943215	0.5833609	0.4392131	0.6748767
400	0.3568879	0.3589952	0.3130099	0.8058518	0.3404883	0.7241392	0.5841114	0.6924174	0.0879121	0.6856866	0.6705074	0.1476044	0.0042354	0.4844174	0.4527308	0.0872130	0.6731464	0.7358048	0.6310781	0.7733699	0.6276101	0.1020339	0.8962913	0.2581541	0.6992267	0.0398987	0.2459004	0.3893939	0.4099443	0.4821177	0.6320916	0.2169691	0.1395814	0.3999860	0.2846602	0.0723995	0.2380291	0.3489650	0.6286218	0.5114310	0.7200107	0.3121936	0.6209695	0.4543091	0.0228540	0.0356363	0.7386368	0.5926155	0.4633738	0.7140362
450	0.3995318	0.3442394	0.3262578	0.7954567	0.2567105	0.7630359	0.5025796	0.8530832	0.1218385	0.7057169	0.6499674	0.1658612	0.0119375	0.4355918	0.5604887	0.1023936	0.7416849	0.6797097	0.6093939	0.7386725	0.6374589	0.1730647	0.6302006	0.3217997	0.6803610	0.0447194	0.1651346	0.4946673	0.5315713	0.3730838	0.5289430	0.2087852	0.1387317	0.3147759	0.2659620	0.1470133	0.1858315	0.3461095	0.6174990	0.5624911	0.6885507	0.3269755	0.6998672	0.4135900	0.0055673	0.0230936	0.6131693	0.6941058	0.4342622	0.6663045
500	0.3569720	0.3037539	0.3943924	0.6700707	0.2741908	0.6364921	0.4972578	0.6235600	0.0391584	0.6677993	0.6102172	0.1151109	0.0236627	0.5273097	0.4643621	0.0618242	0.7043318	0.6556606	0.5997452	0.8368236	0.7137851	0.1079027	0.6223788	0.1843328	0.5732179	0.0360712	0.2882341	0.3425185	0.5054007	0.3221385	0.5488993	0.1950589	0.1468883	0.4211363	0.2041223	0.2003874	0.2756457	0.3845503	0.5719463	0.5721185	0.7135550	0.3103386	0.7220925	0.4616138	0.0112183	0.0310798	0.6477350	0.5750548	0.4919610	0.5574788
550	0.3046388	0.2414834	0.4911790	0.8440422	0.2643101	0.6601730	0.5880737	0.6883904	0.3100981	0.5556949	0.5870558	0.5337684	0.4214227	0.3387251	0.5133160	0.0729480	0.6952553	0.6484997	0.4197556	0.6196868	0.7869741	0.2346860	0.6778546	0.3924476	0.7780551	0.0530551	0.2601707	0.3626274	0.3678800	0.4948660	0.7234696	0.2189379	0.1134841	0.1148172	0.2315934	0.1866501	0.5898947	0.4226500	0.6174865	0.4772790	0.5740819	0.3234130	0.4351871	0.5515079	0.1510746	0.0538345	0.5869782	0.7504903	0.3679533	0.4590994
600	0.2131457	0.1934266	0.5250707	0.7004279	0.3214006	0.7256372	0.4933336	0.7483375	0.5879937	0.5547737	0.6509256	0.8094212	0.7789169	0.4029080	0.4614238	0.1731009	0.5663787	0.7649191	0.5441681	0.6181879	0.6551523	0.2438577	0.6291440	0.6342518	0.6910377	0.0493226	0.2988774	0.3275351	0.4495142	0.4174964	0.6504106	0.1598101	0.1342319	0.1213465	0.2861185	0.2520768	0.5482212	0.3431591	0.6776223	0.4447564	0.4018018	0.2707323	0.4503762	0.5571490	0.3348568	0.0374596	0.5292492	0.7800521	0.4394096	0.3826582
650	0.1571500	0.1961572	0.5164713	0.7324488	0.3726497	0.7368505	0.3386647	0.7518808	0.6086739	0.6368282	0.6699373	0.5183249	0.7279835	0.2292962	0.5817599	0.2598373	0.5531079	0.7564836	0.3860363	0.6206460	0.7888655	0.2089187	0.7582417	0.7001630	0.7550417	0.0470400	0.2876913	0.3926962	0.5574329	0.3642563	0.5392593	0.1346349	0.0876349	0.1342065	0.2511202	0.1951394	0.4579801	0.3277068	0.7652767	0.4876296	0.4275219	0.1332674	0.3956395	0.4458659	0.3629017	0.1033480	0.6955986	0.6512180	0.4020687	0.4200582
700	0.2222410	0.1955492	0.7538005	0.7810168	0.2845297	0.6762642	0.2436117	0.6793479	0.5700636	0.6305109	0.6999514	0.6598671	0.6859103	0.1842010	0.4836258	0.3119814	0.7061192	0.7133917	0.2928271	0.5786027	0.6912404	0.2735677	0.6017368	0.7543776	0.6087611	0.0913125	0.2557289	0.3831022	0.5019611	0.4331129	0.6608654	0.1359076	0.0864125	0.2648476	0.2217647	0.2350968	0.4068082	0.3729256	0.8005832	0.3843421	0.4379226	0.1119353	0.3759651	0.5019372	0.2789134	0.1596177	0.6421901	0.6455290	0.4566418	0.3916030
750	0.2312656	0.2300145	0.6880624	0.6701252	0.2773578	0.5790691	0.1673721	0.7133402	0.6555038	0.6069454	0.8261559	0.6586384	0.6011966	0.1812055	0.5523985	0.4429560	0.6042520	0.7736800	0.3599847	0.6872826	0.7008889	0.1840173	0.6538245	0.6980848	0.7002520	0.0322175	0.2445170	0.3158086	0.4591921	0.4731961	0.6811638	0.1272503	0.0893870	0.3552748	0.2091716	0.2768864	0.5467095	0.2919718	0.7836955	0.3254192	0.3634923	0.1044982	0.3440072	0.4797215	0.3573466	0.2593551	0.5795221	0.4649303	0.5152704	0.3925146
800	0.2202075	0.1919221	0.6954725	0.7432116	0.2788196	0.5562097	0.2282964	0.7313886	0.5254588	0.5756721	0.8230360	0.6471677	0.6122543	0.1789300	0.4866366	0.3744078	0.7722858	0.6882919	0.3704448	0.7565420	0.6906253	0.1592983	0.6728988	0.7232933	0.6358794	0.0467306	0.2206056	0.3879311	0.4858916	0.4989458	0.5039300	0.1635795	0.1127447	0.3332908	0.2260216	0.2585382	0.3755506	0.2351838	0.8593185	0.4155011	0.4357140	0.0639825	0.3063874	0.4291273	0.2785979	0.2532862	0.6251251	0.6213795	0.6611566	0.4272818
850	0.2491395	0.3170886	0.6964832	0.6560343	0.2480081	0.7009148	0.2453456	0.6865694	0.7861296	0.4585501	0.6418473	0.6735957	0.6723890	0.1664892	0.5278391	0.5242179	0.6156149	0.6525969	0.4671266	0.7279096	0.6062030	0.3617988	0.6245146	0.7046299	0.5606934	0.0220993	0.1965428	0.2975945	0.6689615	0.5627334	0.4325121	0.1214769	0.1287385	0.2651421	0.2276500	0.2493727	0.4898028	0.2240976	0.7624647	0.3598250	0.3637029	0.0925326	0.2959770	0.3720103	0.4506189	0.1568684	0.6455816	0.6683685	0.5460166	0.3474299
900	0.1788698	0.3803448	0.7213062	0.7216949	0.3780542	0.7036978	0.2932148	0.7513871	0.7826417	0.5321525	0.6660389	0.6352912	0.7265626	0.1608988	0.4623685	0.4319036	0.6500975	0.6878289	0.5173127	0.7488765	0.7289081	0.2291393	0.6246003	0.6401782	0.6567710	0.0387938	0.1636662	0.3871427	0.5866729	0.4870809	0.6246315	0.1401432	0.1243328	0.3219331	0.2800184	0.2737172	0.6036899	0.3417461	0.6684652	0.4004135	0.4197475	0.0536457	0.3875937	0.4781085	0.3353323	0.1576658	0.5810253	0.6272579	0.4940669	0.3264176
950	0.2364574	0.3318245	0.6358956	0.7440740	0.3294578	0.7690997	0.1982113	0.6044658	0.6430948	0.6677724	0.9117177	0.6443584	0.7330298	0.1511008	0.4177742	0.3427794	0.6841252	0.6603652	0.3172532	0.7480583	0.7573632	0.2936011	0.7782678	0.6134964	0.7032645	0.0410098	0.2070509	0.3230318	0.5251407	0.5106236	0.6012620	0.1151224	0.1491908	0.3021243	0.2914392	0.2390806	0.5053333	0.3523432	0.6475518	0.4275046	0.4633029	0.0114858	0.4535258	0.4452124	0.4064189	0.0846417	0.6276325	0.5139305	0.4868187	0.3718316
1000	0.2607790	0.2832080	0.6398595	0.8086302	0.3158029	0.6525039	0.2509588	0.6860177	0.7884556	0.6058106	0.7751577	0.7607683	0.7187032	0.1459085	0.5398643	0.4327795	0.6983885	0.7067341	0.4003860	0.6906145	0.7632235	0.1979181	0.5703573	0.7255002	0.6101567	0.0591276	0.2439034	0.3648393	0.5283856	0.4903473	0.5474564	0.1580174	0.1194712	0.3295436	0.2021116	0.2404318	0.3778299	0.2776075	0.7539448	0.3790065	0.4906575	0.0374262	0.4213474	0.4323114	0.4950232	0.1667193	0.5624713	0.4679536	0.7106618	0.4025463

0	0.1979709	0.3253029	0.6856923	0.7179060	0.2742676	0.7725595	0.2326509	0.7992280	0.7711029	0.6700243	0.6490904	0.6405061	0.7479906	0.1851952	0.4692464	0.4823350	0.6324061	0.8445356	0.3305183	0.8032044	0.7079410	0.2512477	0.8019768	0.6452840	0.6031747	0.0103805	0.2668227	0.3656711	0.4881455	0.5727891	0.5334567	0.1906388	0.1293861	0.2952056	0.2070672	0.2496731	0.4781491	0.3214306	0.7124952	0.3676639	0.5609067	0.0734665	0.3217865	0.3857429	0.3766274	0.2146802	0.5744876	0.5371220	0.5233356	0.3843115
50	0.1663126	0.2331939	0.5786612	0.5901933	0.3959644	0.6964717	0.2281791	0.6293041	0.5312278	0.5532854	0.7447596	0.7029746	0.6700504	0.2011332	0.5955540	0.4792504	0.6091682	0.7199756	0.4677759	0.7069788	0.6881994	0.1499464	0.5935919	0.6939303	0.3016698	0.0277447	0.3596575	0.2293504	0.6078404	0.5662148	0.6717714	0.0344875	0.1134043	0.2295932	0.0682378	0.3066168	0.4679511	0.3569436	0.7458128	0.2357415	0.5536429	0.0957689	0.4747797	0.4904100	0.3308836	0.2080354	0.6792317	0.5422793	0.5095801	0.3327359
100	0.0840795	0.4170714	0.8010413	0.4540206	0.4041281	0.8137467	0.2763972	0.6251895	0.6603539	0.4466338	0.7608738	0.5931159	0.7540758	0.1886536	0.5611195	0.3509090	0.5790464	0.7057279	0.3258441	0.7416821	0.7407127	0.0663467	0.6086527	0.3319040	0.3191125	0.0338179	0.3132124	0.1623624	0.6162047	0.5997975	0.6365774	0.0225296	0.0683312	0.2805662	0.0663787	0.2524258	0.4855584	0.4162474	0.6664302	0.1824424	0.5131374	0.0609936	0.4764512	0.3182837	0.1407733	0.1952587	0.6147501	0.4880281	0.5213562	0.2379945
150	0.1378473	0.2069748	0.8507245	0.5603735	0.4962506	0.7704727	0.4805242	0.6212338	0.7019784	0.4875989	0.7700053	0.7266921	0.7842985	0.1546131	0.5253059	0.3323411	0.5737381	0.6719060	0.3247893	0.7304989	0.9386020	0.0467091	0.5608501	0.0928364	0.2131279	0.0356140	0.2989448	0.2026945	0.5660485	0.5198307	0.6451812	0.0023807	0.0913450	0.1992216	0.0810989	0.2723458	0.4767317	0.4981737	0.6895152	0.1303294	0.3657853	0.0552264	0.6715293	0.2562994	0.1497635	0.3862705	0.6302518	0.3431120	0.5000436	0.2702446
200	0.0758876	0.0987241	0.7643066	0.5552795	0.5199797	0.7682737	0.7309778	0.6209439	0.6355236	0.5059001	0.6519492	0.6798017	0.7403457	0.1714252	0.3524942	0.3300408	0.6705257	0.8079227	0.3107706	0.5995149	0.8165205	0.0603412	0.7839812	0.0429822	0.1066105	0.0361930	0.2576739	0.1924578	0.5711768	0.5101088	0.6262889	0.0008589	0.0522359	0.1572025	0.0522546	0.2254840	0.5032686	0.5500926	0.8822867	0.1422852	0.2970896	0.0344241	0.7026634	0.2087996	0.0657782	0.4609752	0.7305855	0.2922380	0.3884299	0.3347040
250	0.1118137	0.0976325	0.7260455	0.6316992	0.5123877	0.5725230	0.6081070	0.6852452	0.7510892	0.5652837	0.6972950	0.6749956	0.6228516	0.1358689	0.2798038	0.2859434	0.6696746	0.6416452	0.3819715	0.5825937	0.6448873	0.0528526	0.8436003	0.0192738	0.1331193	0.0294720	0.3536642	0.1738253	0.5198777	0.4723357	0.6767827	0.0034678	0.0191581	0.0753240	0.0491906	0.2660600	0.5882619	0.5459543	0.5617232	0.1510918	0.1712336	0.0354960	0.6038034	0.2878936	0.0961547	0.4756157	0.6899610	0.3126734	0.2655375	0.3888510
300	0.0960814	0.0818587	0.6140156	0.5904878	0.4558055	0.6700240	0.8039619	0.6354509	0.5965070	0.5976315	0.5708122	0.7568407	0.7249924	0.0254393	0.2302175	0.5102894	0.6828020	0.6637406	0.2789269	0.8051776	0.8512374	0.0481743	0.6814975	0.0146337	0.1416301	0.0399738	0.2913091	0.1894087	0.7701511	0.4899035	0.6841868	0.0046164	0.0294128	0.0829294	0.0748953	0.3881442	0.5320737	0.5847390	0.6725525	0.1258094	0.0977935	0.0761763	0.7362862	0.1553512	0.0543588	0.4083245	0.5926509	0.3363198	0.2370087	0.3309015
350	0.1276988	0.1155354	0.7236327	0.5599557	0.4827772	0.5298363	0.7185799	0.7478423	0.6635751	0.4122237	0.6392928	0.7542417	0.8007126	0.0233668	0.2672718	0.5889976	0.5367431	0.6363688	0.3339649	0.8382210	0.7196464	0.0517019	0.6395466	0.0179215	0.1548842	0.0434624	0.2545248	0.1609783	0.7178061	0.4747167	0.6264840	0.0011438	0.0040091	0.0821660	0.0239339	0.5148804	0.5908906	0.6180617	0.6863820	0.1012643	0.0933031	0.0579463	0.5408142	0.1638098	0.0494718	0.2872274	0.6296180	0.3126523	0.1712863	0.3952170
